b'Ping:',b'5.512',b'ms',b'Download:',b'406.17',b'Mbit/s',b'Upload:',b'198.84',b'Mbit/s',2021-03-12 19:56:31

b'Ping:',b'6.331',b'ms',b'Download:',b'80.45',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 19:56:48

b'Ping:',b'6.137',b'ms',b'Download:',b'355.16',b'Mbit/s',b'Upload:',b'174.59',b'Mbit/s',2021-03-12 19:57:23

b'Ping:',b'7.776',b'ms',b'Download:',b'19.53',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 19:57:41

b'Ping:',b'6.362',b'ms',b'Download:',b'118.43',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 19:58:05

12.03.2021 19:58

b'Ping:',b'8.027',b'ms',b'Download:',b'342.21',b'Mbit/s',b'Upload:',b'132.30',b'Mbit/s',2021-03-12 19:58:58

b'Ping:',b'5.852',b'ms',b'Download:',b'394.60',b'Mbit/s',b'Upload:',b'175.05',b'Mbit/s',2021-03-12 19:59:19

b'Ping:',b'6.49',b'ms',b'Download:',b'373.29',b'Mbit/s',b'Upload:',b'209.52',b'Mbit/s',2021-03-12 19:59:37

b'Ping:',b'6.681',b'ms',b'Download:',b'329.84',b'Mbit/s',b'Upload:',b'210.94',b'Mbit/s',2021-03-12 19:59:54

b'Ping:',b'8.382',b'ms',b'Download:',b'394.08',b'Mbit/s',b'Upload:',b'170.88',b'Mbit/s',2021-03-12 20:00:12

b'Ping:',b'5.542',b'ms',b'Download:',b'103.82',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 20:00:31

12.03.2021 20:01

b'Ping:',b'5.447',b'ms',b'Download:',b'404.71',b'Mbit/s',b'Upload:',b'219.98',b'Mbit/s',2021-03-12 20:01:12

b'Ping:',b'7.873',b'ms',b'Download:',b'384.60',b'Mbit/s',b'Upload:',b'216.89',b'Mbit/s',2021-03-12 20:01:28

b'Ping:',b'6.387',b'ms',b'Download:',b'431.50',b'Mbit/s',b'Upload:',b'199.41',b'Mbit/s',2021-03-12 20:01:44

b'Ping:',b'8.43',b'ms',b'Download:',b'420.62',b'Mbit/s',b'Upload:',b'226.39',b'Mbit/s',2021-03-12 20:02:00

b'Ping:',b'9.132',b'ms',b'Download:',b'66.52',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 20:02:16

12.03.2021 20:02

12.03.2021 20:02

b'Ping:',b'7.111',b'ms',b'Download:',b'421.21',b'Mbit/s',b'Upload:',b'227.06',b'Mbit/s',2021-03-12 20:02:53

b'Ping:',b'10.184',b'ms',b'Download:',b'397.94',b'Mbit/s',b'Upload:',b'226.52',b'Mbit/s',2021-03-12 20:03:09

b'Ping:',b'6.532',b'ms',b'Download:',b'380.68',b'Mbit/s',b'Upload:',b'225.52',b'Mbit/s',2021-03-12 20:03:25

b'Ping:',b'7.263',b'ms',b'Download:',b'395.69',b'Mbit/s',b'Upload:',b'212.40',b'Mbit/s',2021-03-12 20:03:41

b'Ping:',b'6.638',b'ms',b'Download:',b'432.96',b'Mbit/s',b'Upload:',b'132.07',b'Mbit/s',2021-03-12 20:03:57

b'Ping:',b'5.965',b'ms',b'Download:',b'436.12',b'Mbit/s',b'Upload:',b'204.40',b'Mbit/s',2021-03-12 20:04:17

b'Ping:',b'14.108',b'ms',b'Download:',b'167.00',b'Mbit/s',b'Upload:',b'171.96',b'Mbit/s',2021-03-12 20:04:32

b'Ping:',b'6.467',b'ms',b'Download:',b'425.65',b'Mbit/s',b'Upload:',b'232.65',b'Mbit/s',2021-03-12 20:04:52

b'Ping:',b'6.456',b'ms',b'Download:',b'438.03',b'Mbit/s',b'Upload:',b'202.63',b'Mbit/s',2021-03-12 20:05:07

b'Ping:',b'6.905',b'ms',b'Download:',b'438.28',b'Mbit/s',b'Upload:',b'178.73',b'Mbit/s',2021-03-12 20:05:23

b'Ping:',b'8.275',b'ms',b'Download:',b'438.33',b'Mbit/s',b'Upload:',b'190.09',b'Mbit/s',2021-03-12 20:05:40

b'Ping:',b'6.137',b'ms',b'Download:',b'433.10',b'Mbit/s',b'Upload:',b'139.98',b'Mbit/s',2021-03-12 20:05:56

b'Ping:',b'5.937',b'ms',b'Download:',b'93.43',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 20:06:15












































































































































































































b'Ping:',b'7.665',b'ms',b'Download:',b'203.62',b'Mbit/s',b'Upload:',b'210.18',b'Mbit/s',2021-03-12 20:25:49
b'Ping:',b'6.495',b'ms',b'Download:',b'366.05',b'Mbit/s',b'Upload:',b'157.37',b'Mbit/s',2021-03-12 20:26:07
b'Ping:',b'6.758',b'ms',b'Download:',b'365.54',b'Mbit/s',b'Upload:',b'230.99',b'Mbit/s',2021-03-12 20:26:26
b'Ping:',b'6.219',b'ms',b'Download:',b'188.47',b'Mbit/s',b'Upload:',b'129.02',b'Mbit/s',2021-03-12 20:26:43
b'Ping:',b'8.503',b'ms',b'Download:',b'321.02',b'Mbit/s',b'Upload:',b'162.18',b'Mbit/s',2021-03-12 20:27:05
b'Ping:',b'5.669',b'ms',b'Download:',b'212.60',b'Mbit/s',b'Upload:',b'157.77',b'Mbit/s',2021-03-12 20:27:25
b'Ping:',b'6.524',b'ms',b'Download:',b'416.68',b'Mbit/s',b'Upload:',b'186.63',b'Mbit/s',2021-03-12 20:27:45
b'Ping:',b'10.478',b'ms',b'Download:',b'339.88',b'Mbit/s',b'Upload:',b'218.87',b'Mbit/s',2021-03-12 20:28:02
b'Ping:',b'8.307',b'ms',b'Download:',b'400.13',b'Mbit/s',b'Upload:',b'221.39',b'Mbit/s',2021-03-12 20:28:19
b'Ping:',b'7.489',b'ms',b'Download:',b'53.58',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 20:28:35
b'Ping:',b'7.844',b'ms',b'Download:',b'263.43',b'Mbit/s',b'Upload:',b'140.19',b'Mbit/s',2021-03-12 20:29:02
b'Ping:',b'5.916',b'ms',b'Download:',b'216.87',b'Mbit/s',b'Upload:',b'161.91',b'Mbit/s',2021-03-12 20:29:32
b'Ping:',b'4.447',b'ms',b'Download:',b'378.54',b'Mbit/s',b'Upload:',b'210.73',b'Mbit/s',2021-03-12 20:29:52
2021-03-12 20:30:09
b'Ping:',b'9.862',b'ms',b'Download:',b'122.71',b'Mbit/s',b'Upload:',b'174.69',b'Mbit/s',2021-03-12 20:30:13
b'Ping:',b'6.606',b'ms',b'Download:',b'157.21',b'Mbit/s',b'Upload:',b'177.21',b'Mbit/s',2021-03-12 20:30:33
b'Ping:',b'7.991',b'ms',b'Download:',b'152.43',b'Mbit/s',b'Upload:',b'179.18',b'Mbit/s',2021-03-12 20:30:53
b'Ping:',b'11.096',b'ms',b'Download:',b'73.69',b'Mbit/s',b'Upload:',b'179.01',b'Mbit/s',2021-03-12 20:31:13
b'Ping:',b'7.675',b'ms',b'Download:',b'130.13',b'Mbit/s',b'Upload:',b'148.39',b'Mbit/s',2021-03-12 20:31:33
b'Ping:',b'7.232',b'ms',b'Download:',b'143.25',b'Mbit/s',b'Upload:',b'150.31',b'Mbit/s',2021-03-12 20:31:54
b'Ping:',b'10.735',b'ms',b'Download:',b'149.84',b'Mbit/s',b'Upload:',b'156.96',b'Mbit/s',2021-03-12 20:32:15
b'Ping:',b'9.547',b'ms',b'Download:',b'144.86',b'Mbit/s',b'Upload:',b'164.89',b'Mbit/s',2021-03-12 20:32:36
b'Ping:',b'7.353',b'ms',b'Download:',b'147.13',b'Mbit/s',b'Upload:',b'182.22',b'Mbit/s',2021-03-12 20:32:57
b'Ping:',b'11.326',b'ms',b'Download:',b'19.93',b'Mbit/s',b'Upload:',b'0.00',b'Mbit/s',2021-03-12 20:33:16
2021-03-12 20:33:42
